Antecedents,Consequents,Support,Confidence,Lift,Clinical Pattern Observation
"Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Stay_Long (>=7 days)",Med_Change_Yes,0.0385,0.621,1.397,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Stay_Long (>=7 days)' frequently exhibit 'Med_Change_Yes' (Lift: 1.40x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Metformin_Prescribed","DiabetesMed_Yes, Stay_Long (>=7 days)",0.039,0.243,1.3965,"Encounters with 'Med_Change_Yes, Med_Metformin_Prescribed' frequently exhibit 'DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 1.40x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, Stay_Long (>=7 days)","Med_Change_Yes, Med_Metformin_Prescribed",0.039,0.2241,1.3965,"Encounters with 'DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Med_Change_Yes, Med_Metformin_Prescribed' (Lift: 1.40x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, High_Prior_Utilization","Med_Insulin_Prescribed, Admission_Emergency",0.037,0.3915,1.3958,"Encounters with 'DiabetesMed_Yes, High_Prior_Utilization' frequently exhibit 'Med_Insulin_Prescribed, Admission_Emergency' (Lift: 1.40x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Admission_Emergency","DiabetesMed_Yes, High_Prior_Utilization",0.037,0.1319,1.3958,"Encounters with 'Med_Insulin_Prescribed, Admission_Emergency' frequently exhibit 'DiabetesMed_Yes, High_Prior_Utilization' (Lift: 1.40x baseline). Note: Association does not imply causation."
"A1C_High (>7/8), DiabetesMed_Yes, Stay_Long (>=7 days)",Med_Insulin_Prescribed,0.0215,0.7167,1.3957,"Encounters with 'A1C_High (>7/8), DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed' (Lift: 1.40x baseline). Note: Association does not imply causation."
"Med_Change_Yes, A1C_High (>7/8), Med_Insulin_Prescribed","Admission_Emergency, High_Lab_Procedures (>=50)",0.02,0.3509,1.3951,"Encounters with 'Med_Change_Yes, A1C_High (>7/8), Med_Insulin_Prescribed' frequently exhibit 'Admission_Emergency, High_Lab_Procedures (>=50)' (Lift: 1.40x baseline). Note: Association does not imply causation."
"Med_Change_Yes, A1C_High (>7/8), DiabetesMed_Yes, Med_Insulin_Prescribed","Admission_Emergency, High_Lab_Procedures (>=50)",0.02,0.3509,1.3951,"Encounters with 'Med_Change_Yes, A1C_High (>7/8), DiabetesMed_Yes, Med_Insulin_Prescribed' frequently exhibit 'Admission_Emergency, High_Lab_Procedures (>=50)' (Lift: 1.40x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50)","Diag1_Other, DiabetesMed_Yes",0.033,0.1751,1.395,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Diag1_Other, DiabetesMed_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Other, DiabetesMed_Yes","Med_Change_Yes, High_Lab_Procedures (>=50)",0.033,0.2629,1.395,"Encounters with 'Diag1_Other, DiabetesMed_Yes' frequently exhibit 'Med_Change_Yes, High_Lab_Procedures (>=50)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Med_Metformin_Prescribed","Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.0245,0.2634,1.3939,"Encounters with 'Med_Insulin_Prescribed, Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Insulin_Prescribed, Med_Metformin_Prescribed","Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.0245,0.2634,1.3939,"Encounters with 'Med_Change_Yes, Med_Insulin_Prescribed, Med_Metformin_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50)","Med_Insulin_Prescribed, Med_Metformin_Prescribed",0.0245,0.1296,1.3939,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Insulin_Prescribed, Med_Metformin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50)","Med_Change_Yes, Med_Insulin_Prescribed, Med_Metformin_Prescribed",0.0245,0.1296,1.3939,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Change_Yes, Med_Insulin_Prescribed, Med_Metformin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Readmitted_30d, DiabetesMed_Yes, High_Lab_Procedures (>=50)",Med_Insulin_Prescribed,0.0365,0.7157,1.3937,"Encounters with 'Readmitted_30d, DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Med_Glipizide_Prescribed","Admission_Emergency, DiabetesMed_Yes",0.028,0.549,1.3935,"Encounters with 'Med_Insulin_Prescribed, Med_Glipizide_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Med_Glipizide_Prescribed, Med_Insulin_Prescribed","Admission_Emergency, DiabetesMed_Yes",0.028,0.549,1.3935,"Encounters with 'Med_Change_Yes, Med_Glipizide_Prescribed, Med_Insulin_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, High_Prior_Utilization","Med_Change_Yes, Med_Insulin_Prescribed",0.0235,0.4896,1.3928,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, High_Prior_Utilization' frequently exhibit 'Med_Change_Yes, Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Diabetes, High_Lab_Procedures (>=50)",Med_Change_Yes,0.026,0.619,1.3927,"Encounters with 'Diag1_Diabetes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Change_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Diabetes, High_Lab_Procedures (>=50)","Med_Change_Yes, DiabetesMed_Yes",0.026,0.619,1.3927,"Encounters with 'Diag1_Diabetes, High_Lab_Procedures (>=50)' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Lab_Procedures (>=50), Stay_Long (>=7 days), Med_Insulin_Prescribed","Admission_Emergency, DiabetesMed_Yes",0.031,0.5487,1.3926,"Encounters with 'Med_Change_Yes, High_Lab_Procedures (>=50), Stay_Long (>=7 days), Med_Insulin_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, Med_Insulin_Prescribed","DiabetesMed_Yes, High_Lab_Procedures (>=50)",0.044,0.4171,1.3925,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, Med_Insulin_Prescribed' frequently exhibit 'DiabetesMed_Yes, High_Lab_Procedures (>=50)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, High_Lab_Procedures (>=50)","Diag1_Circulatory, Med_Change_Yes, Med_Insulin_Prescribed",0.044,0.1469,1.3925,"Encounters with 'DiabetesMed_Yes, High_Lab_Procedures (>=50)' frequently exhibit 'Diag1_Circulatory, Med_Change_Yes, Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Diag1_Diabetes, Admission_Emergency",High_Lab_Procedures (>=50),0.022,0.55,1.3924,"Encounters with 'Med_Insulin_Prescribed, Diag1_Diabetes, Admission_Emergency' frequently exhibit 'High_Lab_Procedures (>=50)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, Diag1_Diabetes, DiabetesMed_Yes, Med_Insulin_Prescribed",High_Lab_Procedures (>=50),0.022,0.55,1.3924,"Encounters with 'Admission_Emergency, Diag1_Diabetes, DiabetesMed_Yes, Med_Insulin_Prescribed' frequently exhibit 'High_Lab_Procedures (>=50)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Readmitted_30d","Diag1_Circulatory, DiabetesMed_Yes",0.0275,0.3056,1.3921,"Encounters with 'Med_Insulin_Prescribed, Readmitted_30d' frequently exhibit 'Diag1_Circulatory, DiabetesMed_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, DiabetesMed_Yes","Med_Insulin_Prescribed, Readmitted_30d",0.0275,0.1253,1.3921,"Encounters with 'Diag1_Circulatory, DiabetesMed_Yes' frequently exhibit 'Med_Insulin_Prescribed, Readmitted_30d' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Stay_Long (>=7 days)","Admission_Emergency, Med_Insulin_Prescribed",0.0445,0.3904,1.3916,"Encounters with 'Med_Change_Yes, Stay_Long (>=7 days)' frequently exhibit 'Admission_Emergency, Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)","Admission_Emergency, Med_Insulin_Prescribed",0.0445,0.3904,1.3916,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)' frequently exhibit 'Admission_Emergency, Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Stay_Long (>=7 days)","Admission_Emergency, DiabetesMed_Yes, Med_Insulin_Prescribed",0.0445,0.3904,1.3916,"Encounters with 'Med_Change_Yes, Stay_Long (>=7 days)' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes, Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Insulin_Prescribed","Med_Change_Yes, Stay_Long (>=7 days)",0.0445,0.1586,1.3916,"Encounters with 'Admission_Emergency, Med_Insulin_Prescribed' frequently exhibit 'Med_Change_Yes, Stay_Long (>=7 days)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, Med_Insulin_Prescribed","Med_Change_Yes, Stay_Long (>=7 days)",0.0445,0.1586,1.3916,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, Med_Insulin_Prescribed' frequently exhibit 'Med_Change_Yes, Stay_Long (>=7 days)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Insulin_Prescribed","Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)",0.0445,0.1586,1.3916,"Encounters with 'Admission_Emergency, Med_Insulin_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, Stay_Long (>=7 days)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, Stay_Long (>=7 days)","Admission_Emergency, DiabetesMed_Yes",0.02,0.5479,1.3907,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, Stay_Long (>=7 days)' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes","Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.026,0.1933,1.3907,"Encounters with 'Diag1_Circulatory, Med_Change_Yes' frequently exhibit 'Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes","Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.026,0.1933,1.3907,"Encounters with 'Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes' frequently exhibit 'Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Circulatory, Med_Change_Yes","Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed",0.026,0.1933,1.3907,"Encounters with 'Diag1_Circulatory, Med_Change_Yes' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed","Diag1_Circulatory, Med_Change_Yes",0.026,0.1871,1.3907,"Encounters with 'Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Diag1_Circulatory, Med_Change_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed","Diag1_Circulatory, Med_Change_Yes",0.026,0.1871,1.3907,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Diag1_Circulatory, Med_Change_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed","Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes",0.026,0.1871,1.3907,"Encounters with 'Admission_Emergency, High_Lab_Procedures (>=50), Med_Insulin_Prescribed' frequently exhibit 'Diag1_Circulatory, Med_Change_Yes, DiabetesMed_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"High_Lab_Procedures (>=50), Med_Glyburide_Prescribed","Med_Change_Yes, Med_Insulin_Prescribed",0.021,0.4884,1.3894,"Encounters with 'High_Lab_Procedures (>=50), Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Glyburide_Prescribed","Med_Change_Yes, Med_Insulin_Prescribed",0.021,0.4884,1.3894,"Encounters with 'DiabetesMed_Yes, High_Lab_Procedures (>=50), Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"High_Lab_Procedures (>=50), Med_Glyburide_Prescribed","Med_Change_Yes, DiabetesMed_Yes, Med_Insulin_Prescribed",0.021,0.4884,1.3894,"Encounters with 'High_Lab_Procedures (>=50), Med_Glyburide_Prescribed' frequently exhibit 'Med_Change_Yes, DiabetesMed_Yes, Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Change_Yes, Admission_Emergency, Med_Glyburide_Prescribed",High_Lab_Procedures (>=50),0.0225,0.5488,1.3893,"Encounters with 'Med_Change_Yes, Admission_Emergency, Med_Glyburide_Prescribed' frequently exhibit 'High_Lab_Procedures (>=50)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed",High_Lab_Procedures (>=50),0.0225,0.5488,1.3893,"Encounters with 'Admission_Emergency, Med_Change_Yes, DiabetesMed_Yes, Med_Glyburide_Prescribed' frequently exhibit 'High_Lab_Procedures (>=50)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, Diag1_Diabetes",High_Lab_Procedures (>=50),0.0285,0.5481,1.3875,"Encounters with 'Admission_Emergency, Diag1_Diabetes' frequently exhibit 'High_Lab_Procedures (>=50)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Diag1_Musculoskeletal, DiabetesMed_Yes",Med_Change_Yes,0.0265,0.6163,1.3865,"Encounters with 'Diag1_Musculoskeletal, DiabetesMed_Yes' frequently exhibit 'Med_Change_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes",Med_Insulin_Prescribed,0.2805,0.7119,1.3864,"Encounters with 'Admission_Emergency, DiabetesMed_Yes' frequently exhibit 'Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
Med_Insulin_Prescribed,"Admission_Emergency, DiabetesMed_Yes",0.2805,0.5463,1.3864,"Encounters with 'Med_Insulin_Prescribed' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Readmitted_30d",Med_Insulin_Prescribed,0.021,0.7119,1.3863,"Encounters with 'Admission_Emergency, DiabetesMed_Yes, High_Lab_Procedures (>=50), Readmitted_30d' frequently exhibit 'Med_Insulin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
A1C_High (>7/8),Med_Metformin_Prescribed,0.032,0.2667,1.3853,Encounters with 'A1C_High (>7/8)' frequently exhibit 'Med_Metformin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation.
A1C_High (>7/8),"DiabetesMed_Yes, Med_Metformin_Prescribed",0.032,0.2667,1.3853,"Encounters with 'A1C_High (>7/8)' frequently exhibit 'DiabetesMed_Yes, Med_Metformin_Prescribed' (Lift: 1.39x baseline). Note: Association does not imply causation."
Med_Metformin_Prescribed,A1C_High (>7/8),0.032,0.1662,1.3853,Encounters with 'Med_Metformin_Prescribed' frequently exhibit 'A1C_High (>7/8)' (Lift: 1.39x baseline). Note: Association does not imply causation.
"DiabetesMed_Yes, Med_Metformin_Prescribed",A1C_High (>7/8),0.032,0.1662,1.3853,"Encounters with 'DiabetesMed_Yes, Med_Metformin_Prescribed' frequently exhibit 'A1C_High (>7/8)' (Lift: 1.39x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Prior_Utilization","Admission_Emergency, Med_Insulin_Prescribed",0.0235,0.3884,1.3848,"Encounters with 'Med_Change_Yes, High_Prior_Utilization' frequently exhibit 'Admission_Emergency, Med_Insulin_Prescribed' (Lift: 1.38x baseline). Note: Association does not imply causation."
"Med_Change_Yes, DiabetesMed_Yes, High_Prior_Utilization","Admission_Emergency, Med_Insulin_Prescribed",0.0235,0.3884,1.3848,"Encounters with 'Med_Change_Yes, DiabetesMed_Yes, High_Prior_Utilization' frequently exhibit 'Admission_Emergency, Med_Insulin_Prescribed' (Lift: 1.38x baseline). Note: Association does not imply causation."
"Med_Change_Yes, High_Prior_Utilization","Admission_Emergency, DiabetesMed_Yes, Med_Insulin_Prescribed",0.0235,0.3884,1.3848,"Encounters with 'Med_Change_Yes, High_Prior_Utilization' frequently exhibit 'Admission_Emergency, DiabetesMed_Yes, Med_Insulin_Prescribed' (Lift: 1.38x baseline). Note: Association does not imply causation."
Stay_Long (>=7 days),"Admission_Emergency, High_Lab_Procedures (>=50)",0.078,0.3482,1.3845,"Encounters with 'Stay_Long (>=7 days)' frequently exhibit 'Admission_Emergency, High_Lab_Procedures (>=50)' (Lift: 1.38x baseline). Note: Association does not imply causation."
"Admission_Emergency, High_Lab_Procedures (>=50)",Stay_Long (>=7 days),0.078,0.3101,1.3845,"Encounters with 'Admission_Emergency, High_Lab_Procedures (>=50)' frequently exhibit 'Stay_Long (>=7 days)' (Lift: 1.38x baseline). Note: Association does not imply causation."
"Admission_Emergency, Stay_Long (>=7 days)","Med_Insulin_Prescribed, Diag1_Circulatory",0.023,0.2063,1.3844,"Encounters with 'Admission_Emergency, Stay_Long (>=7 days)' frequently exhibit 'Med_Insulin_Prescribed, Diag1_Circulatory' (Lift: 1.38x baseline). Note: Association does not imply causation."
"Admission_Emergency, Stay_Long (>=7 days)","Diag1_Circulatory, DiabetesMed_Yes, Med_Insulin_Prescribed",0.023,0.2063,1.3844,"Encounters with 'Admission_Emergency, Stay_Long (>=7 days)' frequently exhibit 'Diag1_Circulatory, DiabetesMed_Yes, Med_Insulin_Prescribed' (Lift: 1.38x baseline). Note: Association does not imply causation."
"Med_Insulin_Prescribed, Diag1_Circulatory","Admission_Emergency, Stay_Long (>=7 days)",0.023,0.1544,1.3844,"Encounters with 'Med_Insulin_Prescribed, Diag1_Circulatory' frequently exhibit 'Admission_Emergency, Stay_Long (>=7 days)' (Lift: 1.38x baseline). Note: Association does not imply causation."
